content,place,year,month,content_token
shes reason co2 levels rising hiding cause shes afraid theyll lock,africa,2020,May,"['shes', 'reason', 'co2', 'levels', 'rising', 'hiding', 'cause', 'shes', 'afraid', 'theyll', 'lock']"
resumes,africa,2020,May,['resumes']
apparent impact rise temperatureslearn virtual book launch register,africa,2020,May,"['apparent', 'impact', 'rise', 'temperatureslearn', 'virtual', 'book', 'launch', 'register']"
commemorate work theyll build responsible families amp sustainable communities help fight amp,africa,2020,May,"['commemorate', 'work', 'theyll', 'build', 'responsible', 'families', 'amp', 'sustainable', 'communities', 'help', 'fight', 'amp']"
involved various projects benefit youth recently nakuru planted trees distributed sanitizers youth area youthvoicei encourage young people plant trees participate reducing adverse effects,africa,2020,May,"['involved', 'various', 'projects', 'benefit', 'youth', 'recently', 'nakuru', 'planted', 'trees', 'distributed', 'sanitizers', 'youth', 'area', 'youthvoicei', 'encourage', 'young', 'people', 'plant', 'trees', 'participate', 'reducing', 'adverse', 'effects']"
article science based 35 years field measurements demonstrates african asian rainforests resilient amazon analyses possible without longterm commitment dedication teams scientists governments,africa,2020,May,"['article', 'science', 'based', '35', 'years', 'field', 'measurements', 'demonstrates', 'african', 'asian', 'rainforests', 'resilient', 'amazon', 'analyses', 'possible', 'without', 'longterm', 'commitment', 'dedication', 'teams', 'scientists', 'governments']"
another high impact article resulting 35year study rain forest ecology lop gabon 20year collaboration congo basin forests prove resilient impacts amazon,africa,2020,May,"['another', 'high', 'impact', 'article', 'resulting', '35year', 'study', 'rain', 'forest', 'ecology', 'lop', 'gabon', '20year', 'collaboration', 'congo', 'basin', 'forests', 'prove', 'resilient', 'impacts', 'amazon']"
puffer kindly add problems greenhouse emissions tell urbanised heavily industrialized areas smog moon people days without seeing clear sky talk moon,africa,2020,May,"['puffer', 'kindly', 'add', 'problems', 'greenhouse', 'emissions', 'tell', 'urbanised', 'heavily', 'industrialized', 'areas', 'smog', 'moon', 'people', 'days', 'without', 'seeing', 'clear', 'sky', 'talk', 'moon']"
biodiversity valuable least appreciated resource edward wilson,africa,2020,May,"['biodiversity', 'valuable', 'least', 'appreciated', 'resource', 'edward', 'wilson']"
watching israelis estrogen americans amp think bad idea,africa,2020,May,"['watching', 'israelis', 'estrogen', 'americans', 'amp', 'think', 'bad', 'idea']"
measured shaded porch facing northmore 40c 104f kibbutz afikim hazafon israel,africa,2020,May,"['measured', 'shaded', 'porch', 'facing', 'northmore', '40c', '104f', 'kibbutz', 'afikim', 'hazafon', 'israel']"
solar energy clearly good way mitigate lowering emission greenhouse gases get touch today learn solar energy systems servicesemail infocomngtelephone 08023640761,africa,2020,May,"['solar', 'energy', 'clearly', 'good', 'way', 'mitigate', 'lowering', 'emission', 'greenhouse', 'gases', 'get', 'touch', 'today', 'learn', 'solar', 'energy', 'systems', 'servicesemail', 'infocomngtelephone', '08023640761']"
okayive got iti wont leave house kibbutz afikim hazafon israel,africa,2020,May,"['okayive', 'got', 'iti', 'wont', 'leave', 'house', 'kibbutz', 'afikim', 'hazafon', 'israel']"
,africa,2020,May,[]
think get crush point feeling kms,africa,2020,May,"['think', 'get', 'crush', 'point', 'feeling', 'kms']"
throwback exhibition held 2017 titled caught web artist way making case 3r approach recycle reuse reduce experiencein bid drive home point exhibited miscellany objects,africa,2020,May,"['throwback', 'exhibition', 'held', '2017', 'titled', 'caught', 'web', 'artist', 'way', 'making', 'case', '3r', 'approach', 'recycle', 'reuse', 'reduce', 'experiencein', 'bid', 'drive', 'home', 'point', 'exhibited', 'miscellany', 'objects']"
nigeria among tops countries risk forests increased emergency basis coming years environmental pollution become unbearable human life,africa,2020,May,"['nigeria', 'among', 'tops', 'countries', 'risk', 'forests', 'increased', 'emergency', 'basis', 'coming', 'years', 'environmental', 'pollution', 'become', 'unbearable', 'human', 'life']"
theozone layer depleting increased pollutionglobal result increased imbalance gases atmosphere biggest threat challenge,africa,2020,May,"['theozone', 'layer', 'depleting', 'increased', 'pollutionglobal', 'result', 'increased', 'imbalance', 'gases', 'atmosphere', 'biggest', 'threat', 'challenge']"
zamfara land amp deforestation desertification soil erosion high temperature related started expose great negative effects territories zamfara state yet charge affairs captured emergency view,africa,2020,May,"['zamfara', 'land', 'amp', 'deforestation', 'desertification', 'soil', 'erosion', 'high', 'temperature', 'related', 'started', 'expose', 'great', 'negative', 'effects', 'territories', 'zamfara', 'state', 'yet', 'charge', 'affairs', 'captured', 'emergency', 'view']"
forest bio protection key role play backfire effects,africa,2020,May,"['forest', 'bio', 'protection', 'key', 'role', 'play', 'backfire', 'effects']"
wont shit recover covid19 start getting hit planet would adjust reality good lot refugees around world lord bumpy ride 2020 rude,africa,2020,May,"['wont', 'shit', 'recover', 'covid19', 'start', 'getting', 'hit', 'planet', 'would', 'adjust', 'reality', 'good', 'lot', 'refugees', 'around', 'world', 'lord', 'bumpy', 'ride', '2020', 'rude']"
taking abuse nature world attack try play role stop,africa,2020,May,"['taking', 'abuse', 'nature', 'world', 'attack', 'try', 'play', 'role', 'stop']"
covid19 stopped,africa,2020,May,"['covid19', 'stopped']"
actionsome human activities cause environment includethey result loss save environment,africa,2020,May,"['actionsome', 'human', 'activities', 'cause', 'environment', 'includethey', 'result', 'loss', 'save', 'environment']"
1 everybody stakeholder need serious awarenesss things reduce also every stakeholder knows important biodiversity conservation 2 organize series training groups youth biodervisty c,africa,2020,May,"['1', 'everybody', 'stakeholder', 'need', 'serious', 'awarenesss', 'things', 'reduce', 'also', 'every', 'stakeholder', 'knows', 'important', 'biodiversity', 'conservation', '2', 'organize', 'series', 'training', 'groups', 'youth', 'biodervisty', 'c']"
usyy less pollution world reduced closing industries lockdown vehicles longer producing gasesetc,africa,2020,May,"['usyy', 'less', 'pollution', 'world', 'reduced', 'closing', 'industries', 'lockdown', 'vehicles', 'longer', 'producing', 'gasesetc']"
real,africa,2020,April,['real']
common sense common youyour problem world itis americans suffering covid brains butt knew mad stepped paris agreement,africa,2020,April,"['common', 'sense', 'common', 'youyour', 'problem', 'world', 'itis', 'americans', 'suffering', 'covid', 'brains', 'butt', 'knew', 'mad', 'stepped', 'paris', 'agreement']"
spoils roads also adds,africa,2020,April,"['spoils', 'roads', 'also', 'adds']"
world taking break less air pollution eiffel tower seen bichi kano nigeria,africa,2020,April,"['world', 'taking', 'break', 'less', 'air', 'pollution', 'eiffel', 'tower', 'seen', 'bichi', 'kano', 'nigeria']"
real kids kids probably wont snow,africa,2020,April,"['real', 'kids', 'kids', 'probably', 'wont', 'snow']"
join exciting virtual conference todaytheme covid19 meets changezoom meeting id 6607469959time 5pm 6pm wat,africa,2020,April,"['join', 'exciting', 'virtual', 'conference', 'todaytheme', 'covid19', 'meets', 'changezoom', 'meeting', 'id', '6607469959time', '5pm', '6pm', 'wat']"
,africa,2020,April,[]
happy 50th earth day anniversary covid19 might stop streets create awareness social media platforms educate fellow earthlings wise natural resource,africa,2020,April,"['happy', '50th', 'earth', 'day', 'anniversary', 'covid19', 'might', 'stop', 'streets', 'create', 'awareness', 'social', 'media', 'platforms', 'educate', 'fellow', 'earthlings', 'wise', 'natural', 'resource']"
today able plant 35 trees around homestead hope serve memory lockdown mostly contribution towards mitigation effectsthank help,africa,2020,April,"['today', 'able', 'plant', '35', 'trees', 'around', 'homestead', 'hope', 'serve', 'memory', 'lockdown', 'mostly', 'contribution', 'towards', 'mitigation', 'effectsthank', 'help']"
today face issues never thought planet becoming gas chamber new dumping ground riseat believe make,africa,2020,April,"['today', 'face', 'issues', 'never', 'thought', 'planet', 'becoming', 'gas', 'chamber', 'new', 'dumping', 'ground', 'riseat', 'believe', 'make']"
coronavirus nature sending message destroy eat nature extent causing extreme imbalance pandemics continuetraffic,africa,2020,April,"['coronavirus', 'nature', 'sending', 'message', 'destroy', 'eat', 'nature', 'extent', 'causing', 'extreme', 'imbalance', 'pandemics', 'continuetraffic']"
year finally read book wrote book 1989 referred innocuous sounding phrase greenhouse effect,africa,2020,April,"['year', 'finally', 'read', 'book', 'wrote', 'book', '1989', 'referred', 'innocuous', 'sounding', 'phrase', 'greenhouse', 'effect']"
emergency maybe long term emergency seems covid19 short term emergency,africa,2020,April,"['emergency', 'maybe', 'long', 'term', 'emergency', 'seems', 'covid19', 'short', 'term', 'emergency']"
lockdown looking good,africa,2020,April,"['lockdown', 'looking', 'good']"
cool made hot,africa,2020,April,"['cool', 'made', 'hot']"
gky bs ecofeminist foundation brieflyglobal increase atmosphere temperature mostly result green house effect mostly result pollutantswhile periodic changes presipitation temperature,africa,2020,April,"['gky', 'bs', 'ecofeminist', 'foundation', 'brieflyglobal', 'increase', 'atmosphere', 'temperature', 'mostly', 'result', 'green', 'house', 'effect', 'mostly', 'result', 'pollutantswhile', 'periodic', 'changes', 'presipitation', 'temperature']"
culprit,africa,2020,April,['culprit']
earth yearning air long time gives hope deliberately cut green house emissions might stand chance stemming tides,africa,2020,April,"['earth', 'yearning', 'air', 'long', 'time', 'gives', 'hope', 'deliberately', 'cut', 'green', 'house', 'emissions', 'might', 'stand', 'chance', 'stemming', 'tides']"
angelleo ozone depletion formation disputing fact real dispute fact ozone absorbs uv rad type ionizing part uv em spectrum,africa,2020,April,"['angelleo', 'ozone', 'depletion', 'formation', 'disputing', 'fact', 'real', 'dispute', 'fact', 'ozone', 'absorbs', 'uv', 'rad', 'type', 'ionizing', 'part', 'uv', 'em', 'spectrum']"
blessed updated new jerusalem city without lockdown without drought beautiful city love,africa,2020,April,"['blessed', 'updated', 'new', 'jerusalem', 'city', 'without', 'lockdown', 'without', 'drought', 'beautiful', 'city', 'love']"
phase coal would deliver net economic benefits long term would affordable way countries bridge gap limiting average two degrees,africa,2020,April,"['phase', 'coal', 'would', 'deliver', 'net', 'economic', 'benefits', 'long', 'term', 'would', 'affordable', 'way', 'countries', 'bridge', 'gap', 'limiting', 'average', 'two', 'degrees']"
ancestors residentsthankful evidence record available page link produced,africa,2020,April,"['ancestors', 'residentsthankful', 'evidence', 'record', 'available', 'page', 'link', 'produced']"
gosh virus 1 crashes economies2 kills3 put wold lock down4 thousands thousands sickand now5 addressing warmingshkamoo corona,africa,2020,April,"['gosh', 'virus', '1', 'crashes', 'economies2', 'kills3', 'put', 'wold', 'lock', 'down4', 'thousands', 'thousands', 'sickand', 'now5', 'addressing', 'warmingshkamoo', 'corona']"
many people think ofglobal warmingandclimate changeas synonyms scientists prefer describing complex shifts affecting planets weather systems,africa,2020,March,"['many', 'people', 'think', 'ofglobal', 'warmingandclimate', 'changeas', 'synonyms', 'scientists', 'prefer', 'describing', 'complex', 'shifts', 'affecting', 'planets', 'weather', 'systems']"
law professor thinks knows better vast majority epidemiologists wont surprise doubts,africa,2020,March,"['law', 'professor', 'thinks', 'knows', 'better', 'vast', 'majority', 'epidemiologists', 'wont', 'surprise', 'doubts']"
monreal like failures,africa,2020,March,"['monreal', 'like', 'failures']"
think would rest reduce emission coming cars different factories probably tell,africa,2020,March,"['think', 'would', 'rest', 'reduce', 'emission', 'coming', 'cars', 'different', 'factories', 'probably', 'tell']"
raining heavily morning march real,africa,2020,March,"['raining', 'heavily', 'morning', 'march', 'real']"
honestly think willif look history black plague system economics changed1 right o2 emissions china italy india reduced drasticallynew york streets less crowded 1 step closer solving,africa,2020,March,"['honestly', 'think', 'willif', 'look', 'history', 'black', 'plague', 'system', 'economics', 'changed1', 'right', 'o2', 'emissions', 'china', 'italy', 'india', 'reduced', 'drasticallynew', 'york', 'streets', 'less', 'crowded', '1', 'step', 'closer', 'solving']"
